,artist_name,album_name,release_date,total_tracks
5,Sky High,Freezin Hot,2005-05-18,20
6,Sky High,Fuzzface,2005-05-18,17
7,Sky High,Have Guitar Will Travel!,2005-05-18,16
8,Sky High,Sky High,2005-05-18,15
10,Sky High,Still Rockin',2005-01-17,17
11,Sky High,Soul Survivor,2004,14
12,Sky High,Freedom,2002-01-01,16
13,Sky High,Purple Haze (Clas Yngström'S Big Band Experience),1998,11
15,Sky High,Bright Side,2021-11-30,5
16,Sky High,Juice,2020-11-15,1
17,Sky High,Lowlife,2020-09-28,1
18,Sky High,Intervention,2020-09-21,1
19,Sky High,Unavailable,2020-01-17,1
0,New Limit,Silent,2023-01-04,10
1,New Limit,Smile (Original Mix 2022),2022-03-18,1
2,New Limit,The Voice,2019-08-01,2
3,New Limit,Scream 2018,2018-12-05,2
4,New Limit,Smile (Festival Mix),2017-06-30,2
6,New Limit,Run To Me,2015-12-09,3
7,New Limit,The Game,2015-06-15,2
8,New Limit,Smile,2014-10-31,3
9,New Limit,Surround Me,2014-02-28,4
10,New Limit,Smile 2013,2013-03-12,1
11,New Limit,Smile (Remix 2010),2009-11-23,1
12,New Limit,Vol. 4. My Destiny,2004,4
13,New Limit,Grandes Exitos,2009-04-29,12
14,Various Artists,Mdt Radio La Emisora Del Remember,2017-10-30,1
15,Various Artists,"Blanco Y Negro Music Dj Culture, Vol. 14",2017-02-24,30
16,Various Artists,Anual 2017,2017-02-24,60
17,Various Artists,Techno Valencia Mix (The History) Back To The 90'S Vol. 2,2014-07-14,24
18,Various Artists,La Ruta Del Bakalao Vol. 8,2014-07-07,10
19,Various Artists,La Ruta Del Bakalao Vol. 7,2014-07-07,10
0,Aqua,Megalomania,2011-01-01,11
1,Aqua,Aquarius,2000-02-28,12
3,Aqua,Aquarius (Special Edition),2000-01-01,14
4,Aqua,Aquarium,1997-01-01,11
5,Aqua,Aquarium (Special Edition),1997-01-01,17
6,Aqua,I Am What I Am (Remixes),2021-08-06,3
8,Aqua,I Am What I Am (Copenhagen 2021 Worldpride Anthem),2021-07-16,1
9,Aqua,Rookie,2018-06-22,1
10,Aqua,Freaky Friday,2017-08-11,6
11,Aqua,Lollipop (Candyman) - Ep,2017-06-16,4
12,Aqua,Doctor Jones,2017-06-09,8
13,Aqua,Roses Are Red,2017-06-02,7
14,Aqua,Barbie Girl,2017-05-19,6
15,Aqua,Turn Back Time,2017-05-05,7
16,Aqua,Roses Are Red (Svenstrup & Vendelboe Remixes),2017-04-21,4
17,Aqua,Like A Robot,2011-01-01,1
18,Aqua,How R U Doin?,2011-01-01,1
19,Aqua,How R U Doin? (Remixes),2011-01-01,3
0,Double Vision,Three Days In Confusion,2009-06-17,6
1,Double Vision,Double Vision,1995,11
2,Double Vision,Getto,2022-12-23,1
3,Double Vision,From East 2 West,2022-12-07,1
4,Double Vision,All Right,2022-07-01,3
5,Double Vision,Wiki,2022-06-09,4
6,Double Vision,Let It Be,2020-02-21,1
7,Double Vision,Tellin' Lies,2020-02-21,1
9,Double Vision,God Bless The Mother,2017-05-19,1
10,Double Vision,Knockin (Remix),2015-02-09,5
11,Double Vision,Last Call (Feat. Rich Dimare),2013-05-05,1
12,Double Vision,Here Am I,2013-03-27,6
13,Double Vision,Knockin' 2012,2012-07-02,1
14,Double Vision,Free Your Mind (Feat. Kate),1995-01-01,4
16,Double Vision,Technocorrida,1991-01-01,4
17,Various Artists,Smooth Jazz,2021-08-16,20
18,Various Artists,Summer Vibrations,2021-08-09,20
19,Various Artists,"Clássicos Dos Bailes, Vol. 2",2020-04-15,25
0,Bellini,Festival,2014-06-06,17
1,Bellini,Samba De Janeiro,1997-08-01,11
3,Bellini,Samba De Janeiro - Luca Debonaire & Sean Finn Remixe,2014-07-01,4
4,Bellini,Samba Do Brasil,2014-07-01,5
5,Bellini,Samba De Janeiro (Radio Edit),2011-07-15,1
6,Bellini,Samba All Night,2010-06-12,6
11,Bellini,Hot Hot Hot,2008-05-30,2
13,Bellini,Let'S Go To Rio,2007-09-03,4
16,Bellini,Do Rio,2004-08-16,3
17,Bellini,Tutti Frutti,2004-04-01,2
18,Bellini,Brazil,2001-08-06,4
0,Cascada,Best Of Cascada,2018-05-18,30
2,Cascada,2015,2015-01-09,33
3,Cascada,Acoustic Sessions,2014-01-13,16
6,Cascada,It'S Christmas Time,2012-12-10,12
10,Cascada,Original Me (The Album),2011-11-29,11
11,Cascada,Original Me,2011-10-28,16
14,Cascada,Original Me (Canadian Version),2011-01-01,11
15,Cascada,Just The Hits,2010-11-16,16
16,Cascada,Fever,2010-02-23,15
17,Cascada,Perfect Day (Premium Edition),2010-02-12,40
18,Cascada,Everytime We Touch (Premium Edition),2010-02-12,45
19,Cascada,Evacuate The Dancefloor,2009-10-30,24
0,Ace of Base,The Golden Ratio,2011-01-31,13
1,Ace of Base,Da Capo,2002-09-30,13
2,Ace of Base,Cruel Summer,1998-07-14,13
3,Ace of Base,Flowers,1998-01-21,15
4,Ace of Base,The Bridge,1995-11-07,18
5,Ace of Base,Happy Nation (U.S. Version),1994-01-01,16
6,Ace of Base,The Sign,1993-12-24,13
7,Ace of Base,Happy Nation,1992-11-16,14
8,Ace of Base,Dancer In A Daydream (Trace Adam Remix),2021-11-19,4
9,Ace of Base,Happy Nation (Trace Adam Remix),2020-11-20,2
10,Ace of Base,Happy Nation (Fred & Mykos Remix),2020-10-23,3
11,Ace of Base,Wheel Of Fortune (Singlewave Remix),2020-09-25,2
12,Ace of Base,Beautiful Life (Mike Ross Definitive Club Mix),2020-08-27,3
14,Ace of Base,All That She Wants (Moombahteam Remix),2020-07-10,1
15,Ace of Base,"Always Have, Always Will (Matt Pop 2020 Remix)",2020-07-10,1
16,Ace of Base,All That She Wants (Mowlo Remix),2016-06-03,1
17,Ace of Base,All That She Wants (Remixes 2016),2016-05-06,2
18,Ace of Base,Happy Nation (Dzintars Leja Remix),2015-12-11,2
19,Ace of Base,All That She Wants (A Spitzenklasse Remix),2015-07-03,1
0,SNAP!,Cult Of Snap! (1990-2003),2005-09-12,15
1,SNAP!,Welcome To Tomorrow,1994-01-06,10
3,SNAP!,The Madman'S Return,1992-01-01,14
5,SNAP!,World Power,1990-01-01,10
7,SNAP!,90S Snap! Hits,2022-06-03,4
9,SNAP!,Jumping,2008-08-17,1
11,Tom Novy,The Power,2007-06-15,5
12,Gianluca Motta,Ooops Up,2007-04-09,6
13,SNAP!,The Power Of Bhangra (Snap! Vs. Motivo),2006-12-18,1
14,SNAP!,The Power Of Bhangra '03,2006-12-18,1
15,SNAP!,Rhythm Is A Dancer '03 (Snap! Vs. Cj Stone),2006-12-18,1
16,SNAP!,"Attack - The Remixes, Vol. 1",2006-06-20,10
17,SNAP!,"Attack - The Remixes, Vol. 2",2006-06-20,10
19,SNAP!,Beauty Queen,2005-02-12,6
0,Ice Mc,Cold Skool,2004-01-01,18
1,Ice Mc,Ice 'N' Green The Remix Album,1995-01-01,12
2,Ice Mc,Ice 'N' Green,1994-01-01,15
3,Ice Mc,Ice' N' Green,1994-01-01,15
4,Ice Mc,My World,1991-01-01,10
5,Ice Mc,Cinema,1990-01-01,10
6,Andrew Spencer,It'S A Rainy Day 2021 (The Mixes),2021-04-02,8
7,Andrew Spencer,It'S A Rainy Day 2021,2021-03-26,4
8,Dino Brown,Gin Tonic (Think About The Way),2020-07-17,1
9,Guéna LG,Think About The Way,2018-03-23,7
10,Ice Mc,Do The Dip,2017-12-21,1
12,Gigi Barocco,Think About The Way (Gigi Barocco Vs. Ice Mc),2017-04-04,1
13,Ice Mc,Out Tonight (Remixes 2015),2015-11-06,12
14,Ice Mc,Out Tonight,2013-11-08,3
15,Pat Krimson,I Know / Break Away,2012-04-30,6
16,Frisco,Think About The Way (Frisco Vs. Ice Mc),2007-02-05,6
17,Ice Mc,It'S A Miracle (Bring That Beat Back),2004-06-11,5
18,Ice Mc,It'S A Miracle,2004-01-01,5
19,Ice Mc,Take Away The Colour '95 Reconstruction,1995-01-01,6
0,Cacao,I Wanna Feel The Music,2009-11-01,2
1,Cacao,Tic Tic Tac,2009-11-01,2
3,Cacao,Wanna Be With You Rmx,2009-11-01,3
4,Cacao,Boys Boys,2008-10-15,1
5,Argemiro Jaramillo,Nos Fuimos De Parranda,2022-07-20,24
6,Dazadi izpilditaji,Guntars Račs. Dzimis Liepājā - Koncerts Manai Pilsētai 1.Daļa,2015-09-29,20
7,Various Artists,"Disco Alegría 2001 Vol. 1, Éxitos Del Verano",2015-06-19,20
8,Dazadi izpilditaji,Doremi.Lv Hiti,2014-11-04,19
9,Dazadi izpilditaji,Uzliec Kaut Ko Jautrāku! Vol.2,2014-10-07,15
10,Dazadi izpilditaji,"100% Svaigs, Vol.10",2014-10-07,21
11,Dazadi izpilditaji,Super Ballīte,2014-06-17,20
12,Dazadi izpilditaji,Superizlase Viii,2014-05-28,20
13,Dazadi izpilditaji,Vislabākā Latviešu Ziemassvētku Izlase,2013-12-10,20
14,Guidotti,Cacao 1 & 2,2011-05-15,24
15,49ers,Album,2009-11-01,8
16,49ers,Don&Apos;T You Love Me Rmx,2009-11-01,2
17,Cappella,Be Master In One&Apos;S,2009-11-01,2
18,Albert One,Change Your Mind/Master Of Time,2009-11-01,2
19,Julie Rhode,Bring Me Love,2009-11-01,2
0,Ku Minerva,Ábreme Las Puertas,2019-02-27,15
1,Ku Minerva,Perdiendo El Control,2019-02-21,14
2,Ku Minerva,Promesas,2019-02-21,13
3,Ku Minerva,Déjame Soñar,2019-02-19,15
4,iMarchiati,Sirena (Spanish Version),2021-09-17,1
5,iMarchiati,Sirena,2021-06-25,1
6,Sofic,Estoy Llorando Por Ti,2021-01-06,2
7,Ku Minerva,Déjame Soñar 2020,2020-02-12,2
8,Ku Minerva,Sin Mirar Atrás,2019-10-07,2
10,Ku Minerva,Llorando Por Ti (Hsp Mix),2019-02-25,1
11,Ku Minerva,Ojos De Miel,2005-02-27,3
12,Various Artists,Dj Marta Vol. 5,2012-11-26,53
13,Various Artists,Techno Valencia Mix (The History) Back To The 90S,2007,27
0,Twenty 4 Seven,Do You Want Me,2021-01-18,15
1,Twenty 4 Seven,Like Flames,2012-01-25,9
2,Twenty 4 Seven,De Top 10 Van,2011-12-05,10
3,Twenty 4 Seven,Remixes,2010-04-02,8
4,Twenty 4 Seven,"Twenty 4 Hours A Day, Seven Days A Week",1997-08-22,10
5,Twenty 4 Seven,I Wanna Show You,1994-08-24,12
7,Twenty 4 Seven,Slave To The Music,1993-08-24,11
9,Twenty 4 Seven,Streetmoves (Album),1989,10
10,Twenty 4 Seven,I Can'T Stand It! 30 Years Anniversary Edition,2019-11-19,3
11,Twenty 4 Seven,Leave Them Alone,2014-09-26,4
13,Twenty 4 Seven,Slave To The Music 2010 (Clubcrew Radio),2011-01-19,1
14,Twenty 4 Seven,Ne Ne,1999,2
15,Twenty 4 Seven,Friday Night,1997,2
16,Twenty 4 Seven,If You Want My Love,1997,5
17,Twenty 4 Seven,Keep On Tryin',1995,4
18,Twenty 4 Seven,Oh Baby!,1994,2
19,Twenty 4 Seven,Take Me Away,1994,4
0,Cappella,Greatests Hits & Remixes,2016-10-21,30
1,Cappella,War In Heaven,2016-10-14,14
2,Cappella,U Got 2 Let The Music: Best Of,2016-10-07,15
4,Cappella,U Got 2 Know Album,2009-11-01,10
5,Cappella,The Remixes,1994,12
8,Cappella,U Got 2 Know (Hrd.Dnz Remix),2023-03-17,2
9,Cappella,U & Me 2020,2020-07-17,8
10,Cappella,Move On Baby (Mike Candys Remixes),2019-11-29,2
11,Cappella,Move On Baby (Mike Candys Remix),2019-10-04,1
12,Cappella,Move On Baby (Armand Van Helden Remix Edit),2018-11-09,1
13,Cappella,U Got 2 Know (Tbs Remix),2017-11-17,1
14,Cappella,Cappella Deconstructed,2016-03-04,2
15,Cappella,Move On Baby (Armand Van Helden Remix),2015-10-16,1
16,Cappella,Tell Me The Way,2014-07-15,7
17,Cappella,U Got 2 Know,2014-07-14,3
18,Cappella,Move On Baby,2014-07-06,7
19,Cappella,U Got 2 Let The Music 2010,2010-06-18,5
0,Ramirez,Terapia Album,1993-01-01,15
1,Ramirez,Terapia (David Forbes Thumb In The Bottle Remix),2021-12-03,2
2,Ramirez,La Musika Tremenda (The Remixes),2016-01-01,7
3,Ramirez,Bomba (2015 Neckbender Remix),2015-01-01,1
4,Ramirez,Orgasmico (2014 Remixes),2014-01-01,4
5,Ramirez,Hablando (Radio Slave Remixes),2008-01-01,2
6,Ramirez,El Gallinero (2006 Remixes),2006-01-01,2
7,Ramirez,Baraonda,1995-01-01,4
8,Ramirez,Terapia (2015 Remixes),1993-01-01,2
9,Ramirez,Terapia (Hocus Pocus Rmx),1993-01-01,4
10,Ramirez,El Gallinero (Remix),1993-01-01,4
11,Ramirez,El Gallinero (2015 Neckbender Remix),1993-01-01,1
12,Ramirez,Orgasmico,1992-01-01,6
13,Ramirez,La Musika Tremenda (Remix),1992-01-01,3
14,Ramirez,The Best Of Ramirez,2016-12-02,13
15,Various Artists,Greatest Dance Hits Of All Time,2021-06-25,19
16,Various Artists,Retrodelic Vibes 7,2020-12-20,10
17,Various Artists,"Greatest Dj On Prg - Sasha Marvin, Vol. 1",2019-11-01,15
18,Various Artists,"Ninetiesappella (Acappella Samples Dj Tool, Vol. 2)",2019-04-05,20
19,Various Artists,Ola Ola Party (Summer 2013),2019-04-05,10
0,Vengaboys,Xmas Party Album!,2014-11-27,8
1,Vengaboys,The Platinum Album,2000-03-13,11
2,Vengaboys,The Party Album!,1999-06-04,12
3,Wuki,We Like To Wuki,2022-08-12,1
4,Vengaboys,1999 (I Wanna Go Back) [The Remixes],2021-10-15,3
5,Vengaboys,1999 (I Wanna Go Back),2021-09-10,1
6,Timmy Trumpet,Up & Down,2020-08-21,1
7,Vengaboys,Unplugged #1'S,2019-06-28,2
8,R.I.O.,The Sign (Remix),2017-12-05,2
9,R.I.O.,The Sign,2017-08-04,1
13,Vengaboys,Supergeil!,2016-03-02,3
14,Vengaboys,Where Did My Xmas Tree Go?,2014-11-24,2
15,Vengaboys,2 Brazil!,2014-05-19,8
16,Vengaboys,Hot Hot Hot,2013-07-24,13
17,Vengaboys,Rocket To Uranus,2010-06-18,6
18,Vengaboys,Uncle John From Jamaica,2000-05-01,5
19,Vengaboys,Shalala Lala,2000-02-01,4
0,Rozalla,I Feel It Slipping Away,2020-11-30,6
1,Rozalla,Coming Home,1998-04-27,12
2,Rozalla,Look No Further,1995-03-20,16
3,Rozalla,Everybody'S Free-Style 1993,1993,10
4,Rozalla,Everybody'S Free,1992,12
5,Rozalla,Greatest - Rozalla,1991,12
6,Rozalla,The Christmas Song (Chestnuts Roasting On An Open Fire),2022-12-05,3
7,Dave Ralph,Everybody'S Free (Paul Oakenfold Nu Rave Remix),2022-06-17,2
9,Dave Ralph,Everybody'S Free (Solardo Remix),2022-06-03,2
12,Rozalla,I Want You Back (The Remixes),2021-11-19,5
13,Rozalla,I Want You Back,2021-10-22,1
0,Bappi Lahiri,Will To Live,2011,9
1,MC Hammer,Inside Out,1995-12-09,12
2,MC Hammer,The Funky Headhunter,1994-03-01,16
3,MC Hammer,Too Legit To Quit,1991-01-01,13
4,MC Hammer,Please Hammer Don'T Hurt 'Em,1990-02-20,13
5,MC Hammer,Let'S Get It Started,1988-01-01,11
6,MC Hammer,Celebrating World Music Day (I Got The Music),2015-06-19,1
8,Bappi Lahiri,I Got The Music,2013-11-21,1
10,MC Hammer,2 Legit 2 Quit (Karaoke Version),2010-01-01,1
11,MC Hammer,Pray,1990-01-01,5
12,MC Hammer,U Can'T Touch This,1990,1
13,MC Hammer,U Can'T Touch This (Karaoke Version),1990,1
14,MC Hammer,U Can'T Touch This: The Collection,2003-01-01,17
15,MC Hammer,Greatest Hits,1996-10-01,12
16,Various Artists,Bröllopsfest,2023-05-03,64
17,Various Artists,Hip-Hop At Fifty: The Golden Era,2023-03-17,30
18,Various Artists,Old Music Alert 90S,2023-03-02,61
19,Various Artists,Class Of '92,2023-02-24,32
0,Spice Girls,Spiceworld (25Th Anniversary),2022-11-04,25
1,Spice Girls,Spice (25Th Anniversary / Deluxe Edition),2021-10-29,22
2,Spice Girls,Forever,2000-01-01,11
3,Spice Girls,Spiceworld,1997-01-01,10
4,Spice Girls,Spice,1996-01-01,10
7,Spice Girls,"Step To Me (7"" Mix)",2022-09-27,1
8,Spice Girls,Wannabe 25,2021-07-09,4
9,Spice Girls,Club Remixes,2007-11-07,3
10,Spice Girls,Headlines (Friendship Never Ends),2007-11-05,1
11,Spice Girls,2 Become 1 (Georgie Porgie'S Radio Edit),2007-01-01,1
17,Spice Girls,Spice Girls Remixes,2007-01-01,3
0,Reel 2 Real,Are You Ready For Some More?,1996-07-01,13
2,Reel 2 Real,Move It!,1994-10-10,12
4,Reel 2 Real,Rainbow (Radio Edit),2022-05-24,1
5,Reel 2 Real,Raise Your Hands (Shadow Child Update),2018-06-22,2
6,Reel 2 Real feat. The Mad Stuntman,I Like To Move It (Mastiksoul Remix) - Single,2013-11-26,1
7,Reel 2 Real,I Like To Move It (2010 Mixes),2010-07-20,7
8,Reel 2 Real,I Like To Move It (Feat. The Mad Stuntman) [2010 Mixes],2010-01-01,7
10,Reel 2 Real,Go On Move,2007,6
11,Reel 2 Real,I Like To Move It,2006,4
12,Reel 2 Real,The New Anthem,2006,6
13,Reel 2 Real,Jazz It Up,1996-01-01,5
16,Reel 2 Real,Go On Move (Feat. The Mad Stuntman),1993-01-01,6
17,Reel 2 Real,I Like To Move It (Feat. The Mad Stuntman),1993-01-01,4
0,The Mad Stuntman,Unleashed,2016-10-14,13
1,The Mad Stuntman,I Like To Move It (Remake),2022-07-01,1
2,The Mad Stuntman,Soca For Summer Ep 21,2021-08-20,6
3,The Mad Stuntman,Bring Di Watah (Feat. Kid G & Signal),2021-07-23,1
4,The Mad Stuntman,Ronda Thunda,2021-07-02,1
5,@Officialdjdmc,Stuntman Sez (Feat. Kid G & General Levy),2021-05-28,1
6,The Mad Stuntman,Midorwu Paa (Feat. Shegah & Ras King Bobo 1),2021-02-12,1
7,The Mad Stuntman,12 Days Of Stunt'In,2020-11-24,1
8,The Mad Stuntman,Fiesta (Feat. Proyecto Uno),2020-11-13,1
9,The Mad Stuntman,Drinks & Girls,2020-10-23,1
10,The Mad Stuntman,Put Down De Gun (Feat. Ch4Se & Pupa Sean),2020-06-19,1
11,The Mad Stuntman,Dame Un Beso,2020-04-16,1
12,The Mad Stuntman,It'S Your Birthday,2020-01-24,1
13,The Mad Stuntman,Wine Girls,2019-09-20,1
14,The Mad Stuntman,Kings,2019-05-17,1
15,Miri Ben-Ari,Whatcha Gonna Do (Remix),2019-03-01,1
16,The Mad Stuntman,Wave Ya Flags (The Gibberish Song),2018-02-09,1
17,The Mad Stuntman,My Vibes (Tame On De Bumcie),2015-01-19,2
18,Various Artists,Take A Picture (Zombird Remix),2023-03-24,1
19,Various Artists,Ultimate Party,2022-12-26,50
0,Michael Jackson,Thriller 40,2022-11-18,34
1,Michael Jackson,Scream,2017-09-27,14
2,Michael Jackson,Xscape,2014-05-14,8
4,Michael Jackson,Xscape - Track By Track Commentary,2014-05-09,8
5,Michael Jackson,Bad 25Th Anniversary,2012-09-18,24
6,Michael Jackson,Michael,2010-12-10,7
7,Michael Jackson,Thriller 25 Super Deluxe Edition,2008-02-08,30
8,Michael Jackson,Invincible,2001-10-29,16
9,Michael Jackson,Blood On The Dance Floor/ History In The Mix,1997-05-11,13
11,Michael Jackson,"History - Past, Present And Future - Book I",1995-06-16,30
13,Michael Jackson,Dangerous,1991-11-13,14
14,Michael Jackson,Bad (Remastered),1987-08-31,11
15,Michael Jackson,Thriller,1982-11-30,9
17,Michael Jackson,Off The Wall,1979-08-10,10
18,Michael Jackson,Forever Michael,1975-01-16,10
19,Michael Jackson,"Forever, Michael",1975-01-16,10
0,Chimo Bayo,Asi Me Gusta A Mi (Javi Reina & Raul Ortiz Remix),2023-03-31,1
1,Chimo Bayo,Que Nadie Duerma (Radio Edit),2023-03-09,1
2,Vini Vici,Esta Si,2022-09-30,1
4,Narco,A.C.T.I.V.A.T.E.,2019-05-17,2
5,Beauty Brain,El Bien Y El Mal,2017-05-17,1
6,Chimo Bayo,Diablo,2016-10-14,6
7,Chimo Bayo,Asi Me Gusta A Mi,2012-02-23,1
8,Chimo Bayo,La Fiesta Del Fuego (Psycho Abstract Remix),2011-03-01,1
9,Chimo Bayo,Búscala,1996-03-01,5
10,Various Artists,Sel Octagon Tokyo (4Th Anniversary Festival Best Hits Selection),2023-04-05,20
11,Various Artists,Edm Best 2022 (Vol.4),2023-03-17,20
12,John Exit,Corazón De Zafiro,2019-06-21,4
13,Various Artists,Mdt Radio La Emisora Del Remember,2017-10-30,1
14,Various Artists,"Prodj On Tour, Vol.2",2016-11-18,32
15,Lavelvet,40 Dance Hits Remember,2015-07-03,40
16,Various Artists,Techno Valencia Mix (The History) Back To The 90'S Vol. 3,2014-09-30,28
17,Various Artists,La Ruta Del Bakalao Vol. 2,2014-07-07,10
18,Various Artists,Techno Valencia Vol.1 (Sonido De Valencia),2014-04-11,13
19,Various Artists,Miami Ibiza By Baccanali,2014-03-18,31
0,C & C Music Factory,Anything Goes!,1994-07-31,20
1,C & C Music Factory,Gonna Make You Sweat,1990-12-20,11
3,C & C Music Factory,Super Hits,1990,10
4,C+C Music Factory pres. Latinos Del Mundo (L.D.M.),Yo Soy Latino! (Vamos A Bailar!),2021-07-08,1
6,C & C Music Factory,Sweat 1 (The Remixes) Feat. Freedom Williams,2004-07-20,2
8,C & C Music Factory,Sweat 2 (The Remixes) Feat. Freedom Williams,2004-07-20,2
9,C & C Music Factory,Sweat 3 (The Remixes) Feat. Freedom Williams,2004-07-20,2
10,C & C Music Factory,C&C Music Factory Vs. Rmd Dance: Everybody Dance Now! (Sweat- The Remixes),2004-07-04,5
11,C & C Music Factory,"Sweat (The Hot Remixes) [Feat. Freedom Williams, Rmd]",2004,3
12,C & C Music Factory,Here We Go (Feat. Freedom Williams & Zelma Davis),1991-03-03,5
13,C & C Music Factory,Gonna Make You Sweat (Everybody Dance Now),1990,3
14,C & C Music Factory,"Bang That Beat ""The Best Of""",2010-01-22,15
15,C & C Music Factory,C & C Music Factory,1995-12-05,10
16,Various Artists,"Friday Night (Groovy House Collection), Vol. 2",2022-11-07,30
17,Various Artists,"House Music - One Love, Vol. 2",2022-10-31,25
18,Various Artists,Now That'S What I Call 90S: Dancefloor,2022-10-14,84
19,Various Artists,90 Hits,2022-08-12,67
0,Playahitty,1-2-3! (Train With Me),2010-06-21,8
1,Playahitty,I Love The Sun,2010-06-21,6
2,Playahitty,Best Summer Hits - Ep,2010-04-28,3
3,Playahitty,The Summer Is Magic (2008),2008-05-27,5
4,Playahitty,The Summer Is Magic (2008 Emanuele Asti Short),2008-01-01,1
5,Playahitty,The Summer Is Magic (Radio Mix),1994-06-21,1
6,Playahitty,The Summer Is Magic - Ep,1994-06-21,7
7,Various Artists,Best Dance Hits Top 50 (Edm Biggest Tunes),2019-04-12,50
8,Various Artists,Best Dance Covers Ever! (Biggest Songs Dance Versions),2019-03-08,12
9,Various Artists,Top Star 94/95,2019-02-01,27
10,Various Artists,Super Mix 16,2018-12-10,29
11,Various Artists,Super Mix 10,2018-12-06,30
12,Various Artists,"Mixin' Singin' Movin', Vol. 1 (The Sound Of 90S)",2015-05-05,15
13,Various Artists,Zomer Top 40,2013-08-02,40
15,Various Artists,History Of Dance - The Years 2007-2008,2013-05-27,20
16,Various Artists,20 Summer Hits,2013-04-19,20
17,Various Artists,100% Hits / Les Plus Grands Tubes Années 90,2013-03-05,70
18,Various Artists,Greatest Dance Hits Top 40,2013-02-22,40
19,Various Artists,Greatest Dance Hits Top 20,2013-02-22,20
0,Falco,Einzelhaft (Deluxe Version),2023-01-27,28
1,Falco,Falco Symphonic (Live),2022-09-23,13
2,Falco,Falco - The Box,2022-02-11,36
3,Falco,Falco 65,2022-02-04,29
4,Falco,Falco - Sterben Um Zu Leben,2018-05-25,24
5,Falco,Falco Coming Home - The Tribute Donauinselfest 2017 (Live),2018-02-02,17
6,Falco,Exquisite,2016-02-19,8
7,Falco,Nachtflug (Remastered 2012),2012-01-01,24
8,Falco,Out Of The Dark (Into The Light) [Remastered 2012],2012-01-01,25
9,Falco,Essential,2011-01-01,14
10,Falco,Falco 3 25Th Anniversary Edition,2010-10-22,16
11,Falco,Donauinsel Live,2009-02-27,13
13,Falco,Einzelhaft 25Th Anniversary Edition,2004-03-08,21
14,Falco,Falco Symphonic,2004-03-04,16
15,Falco,Live Forever,1999-11-29,13
16,Falco,Verdammt Wir Leben Noch,1999-10-18,12
17,Falco,Out Of The Dark (Into The Light),1998-02-27,10
18,Falco,Nachtflug,1992-09-24,10
19,Falco,Charisma Kommando (All Versions) [2022 Remaster],1990-05-25,6
0,No Doubt,Push And Shove,2012-01-01,11
1,No Doubt,Push And Shove (Deluxe),2012-01-01,19
2,No Doubt,Rock Steady (Expanded Edition),2001-12-11,15
3,No Doubt,Return Of Saturn,2000,15
4,No Doubt,Tragic Kingdom,1995-10-10,14
5,No Doubt,The Beacon Street Collection,1995-03-25,10
6,No Doubt,No Doubt,1992-01-01,14
7,No Doubt,Looking Hot,2012-01-01,4
9,No Doubt,Looking Hot (The Remixes),2012-01-01,3
10,No Doubt,Settle Down,2012-01-01,2
12,No Doubt,Bathwater (Remix),2004-01-01,2
13,No Doubt,It'S My Life,2003-01-01,4
15,No Doubt,Hella Good,2002-04-13,3
17,No Doubt,Underneath It All,2002-01-01,2
18,No Doubt,Hey Baby,2001-10-29,3
19,No Doubt,"Everything In Time (B-Sides, Rarities, Remixes)",2004-01-01,17
0,Cabballero,Hymn,2021-05-07,4
1,Cabballero,One Night In Bangkok (Feat. Pit Bailay),2017-08-04,5
2,Cabballero,Eye Of The Tiger,2013-03-22,2
3,Cabballero,Paris Latino,2011-07-11,11
4,Cabballero,Sleepin' (Now That You'Re Gone),2004-08-23,3
5,Cabballero,Day After The Party,2004-01-12,5
6,Cabballero,Dancing With Tears In My Eyes,2001-10-08,5
7,Cabballero,Nanaya,1995-11-15,6
8,Cabballero,Love Is A Shield E.P.,1995-08-10,4
11,Various Artists,"Reload The Summer, Vol. 4 (The Compilation)",2017-10-06,40
12,Various Artists,European Dance Charts (Vol. 10),2017-08-18,33
0,Various Artists,Techno Valencia Mix (The History) Back To The 90'S Vol. 3,2014-09-30,28
1,Various Artists,Techno Valencia Mix (The History) Back To The 90S,2007,27
0,49ers,Playing With My Heart,1992-01-01,11
1,49ers,I Need You,2022-10-28,3
2,49ers,"Baby, I'M Yours",2022-06-17,2
3,49ers,Touch Me,2020-12-18,2
4,49ers,I Got The Music (B-Sights Remix),2020-05-22,1
5,49ers,I Got The Music (Faylasuf Remix),2020-05-22,1
6,49ers,I Got The Music (Inovation Remix),2020-05-01,2
7,49ers,I Got The Music (Dj Blackstone Remix),2020-02-14,2
8,49ers,I Got The Music (Arnold Palmer Remix),2020-01-31,2
10,49ers,Shine On In Love (Feat. Cheryl Porter),2013,4
11,49ers,Je Cherche Après Titine,2010-09-24,4
12,49ers,I Got It 2010,2010-06-18,5
13,49ers,Touch Me 2010,2010-06-18,4
14,49ers,Album,2009-11-01,8
15,49ers,All The Remixes,2009-11-01,3
16,49ers,Baby I&Apos;M Yours,2009-11-01,3
18,49ers,Baby I&Apos;M Yours Rmx,2009-11-01,1
19,49ers,Don&Apos;T You Love Me,2009-11-01,2
0,Julio Posadas,De Casa A Casa,2020-07-31,14
1,Raul Platero,Lo + Remember (Mixed By Raúl Platero E Ismael Lora),2016-12-15,1
2,Various Artists,La Ruta Del Bakalao Vol. 4,2014-07-07,10
