,artist_name,album_name,release_date,total_tracks
7,Alexander Acha,Voy X +,2008-12-09,19
8,Alexander Acha,Voy,2008-08-12,13
9,Alexander Acha,¡Oíd Los Ángeles Cantar!,2022-12-09,1
10,Grupo Cañaveral De Humberto Pabón,¿Y Quién Es Ella?,2022-09-09,1
11,Alexander Acha,¿Tú Cómo Estás?,2022-07-08,1
12,Denise Faro,¿Vienes O Vas?,2021-08-05,1
13,Buxxi,Cierra Tus Ojos,2020-11-06,1
14,Alexander Acha,Invencible,2020-06-19,1
15,Alexander Acha,Quiero Vivir,2020-05-22,1
16,Alexander Acha,Seguimos De Pie,2020-05-01,1
17,Alexander Acha,Los Caminos De La Vida,2019-03-22,1
18,Los Socios Del Ritmo,Llorar,2018-09-07,1
19,Alexander Acha,La Guerra,2018-04-27,1
0,Natalia Lafourcade,De Todas Las Flores,2022-10-28,12
1,Natalia Lafourcade,Un Canto Por México - El Musical,2021-11-12,8
2,Natalia Lafourcade,"Un Canto Por México, Vol. Ii",2021-05-28,11
3,Natalia Lafourcade,"Un Canto Por México, Vol. 1",2020-05-08,14
4,Natalia Lafourcade,"Musas (Un Homenaje Al Folclore Latinoamericano En Manos De Los Macorinos), Vol. 2",2018-02-09,13
5,Natalia Lafourcade,"Musas (Un Homenaje Al Folclore Latinoamericano En Manos De Los Macorinos, Vol. 1)",2017-05-05,12
6,Natalia Lafourcade,Hasta La Raíz (Edición Especial),2015-11-13,17
7,Natalia Lafourcade,Natalia Lafourcade (Spotify Session),2015-09-23,7
8,Natalia Lafourcade,Hasta La Raíz (Track By Track Commentary),2015-03-17,12
9,Natalia Lafourcade,Mujer Divina - Homenaje A Agustín Lara [En Vivo],2014-02-11,15
10,Natalia Lafourcade,Mujer Divina - Homenaje A Agustín Lara,2012-09-18,13
11,Natalia Lafourcade,Rock Latino,2012-06-26,14
12,Natalia Lafourcade,Hu Hu Hu,2010-08-17,17
14,Natalia Lafourcade,Natalia Lafourcade,2002-07-05,14
15,Natalia Lafourcade,Mi Manera De Querer,2022-10-26,1
17,Natalia Lafourcade,Tierra Querida,2022-06-17,1
18,Kevin Johansen,Tú Ve,2022-04-19,1
19,Los Auténticos Decadentes,Golpes En El Corazón,2021-09-23,1
0,Zoé,Sonidos De Karmática Resonancia,2021-04-16,10
1,Zoé,Aztlán,2018-04-18,12
2,Zoé,Zoé: Panoramas (Música Original De La Película),2017-12-01,10
3,Zoé,8.11.14,2015-10-30,15
4,Zoé,8.11.14 (Deluxe),2015-10-30,18
5,Zoé,Prográmaton Revisitado (2),2015-08-07,12
6,Zoé,Prográmaton Revisitado (1),2015-05-12,12
7,Zoé,Programaton,2013-01-01,11
8,Zoé,Lucha Rock,2012-01-01,15
9,Zoé,Mtv Unplugged Música De Fondo,2011-01-01,14
10,Zoé,Mtv Unplugged Música De Fondo (En Vivo),2011-01-01,14
11,Zoé,Mtv Unplugged Música De Fondo (Reissue/Live),2011-01-01,15
12,Zoé,Reptilectric Revisitado,2009-01-01,16
14,Zoé,281107,2008-01-01,16
15,Zoé,Reptilectric,2008-01-01,11
16,Zoé,The Room,2006-11-28,8
17,Zoé,Memo Rex Commander Y El Corazón Atómico De La Vía Láctea,2006-07-12,13
18,Zoé,Zoe Exitos,2005-12-01,19
19,Zoé,Rocanlover,2003-11-19,12
0,"Sasha, Benny y Erik",Entre Amigos (En Vivo Entre Amigos),2016-05-27,25
1,"Sasha, Benny y Erik",Vuelta Al Sol (Track By Track Commentary),2014-12-23,12
2,"Sasha, Benny y Erik",Vuelta Al Sol,2014-11-11,12
3,"Sasha, Benny y Erik",Sasha Benny Erik En Vivo Desde El Auditorio Nacional,2013-10-22,19
4,"Sasha, Benny y Erik",Primera Fila Sasha Benny Erik,2012-11-06,13
5,"Sasha, Benny y Erik",Lo Siento (Feat. Pepe Aguilar) [En Vivo Entre Amigos],2016-02-19,1
6,"Sasha, Benny y Erik",Japi (Feat. Edwin Luna Y La Trakalosa) [Versión Banda],2015-08-14,1
7,"Sasha, Benny y Erik",Esta Noche,2014-09-04,1
8,"Sasha, Benny y Erik",Serás El Aire (En Vivo Desde El Auditorio Nacional),2013-09-24,1
9,Various Artists,Lo Escencial De Primera Fila,2018-06-08,16
10,Thalia,"Junto A Ti (Feat. Sasha, Benny Y Erik) [En Vivo]",2017-06-09,1
11,Various Artists,Los Mejores Duetos,2016-12-30,43
12,La Sonora Santanera,La Sonora Santanera En Su 60 Aniversario,2016-04-01,18
13,Ana Torroja,Conexión (En Vivo),2016,26
14,Various Artists,Todo,2015-12-18,30
15,Various Artists,"Lo Esencial De 1 Año De Éxitos, Vol. 6",2015-02-03,37
17,Various Artists,"Lo Esencial De Amor Del Bueno, Vol. 5",2014-03-04,45
18,Various Artists,Asiento Reservado,2013-09-03,17
19,Various Artists,Sólo Pop,2013-07-09,33
0,"Ilse, Ivonne y Mimi",Primera Fila Flans,2014-09-30,19
1,"Ilse, Ivonne y Mimi",Iim,2003-01-01,13
2,"Ilse, Ivonne y Mimi",Ilse.Ivonne.Mimi,2002-01-01,20
3,"Ilse, Ivonne y Mimi",Yo No Sería Yo [Primera Fila Flans (En Vivo)],2014-08-19,1
4,Various Artists,"Lo Esencial De 1 Año De Éxitos, Vol. 6",2015-02-03,37
5,Flans,Alma Gemela,2009-01-01,10
6,Various Artists,Latino St. Dance Mix,2003-01-01,15
0,Nicky Jam,Infinity,2021-08-27,15
2,Nicky Jam,Intimo,2019-11-01,15
3,Nicky Jam,Íntimo,2019-11-01,15
4,Nicky Jam,Fénix,2017-01-20,26
5,Nicky Jam,Fenix,2017-01-11,26
6,Nicky Jam,Vida Escante,2016-11-11,16
7,Nicky Jam,Exitos,2016-02-24,10
8,Nicky Jam,Nicky Jam Hits,2014-09-09,8
9,Nicky Jam,Salon De La Fama,2014-02-15,18
10,Nicky Jam,The Black Carpet,2007-01-01,14
11,Luis R Conriquez,Como El Viento,2023-03-24,1
12,Jowell & Randy,En La Intimidad,2023-03-16,1
13,Nicky Jam,Toy A Mil,2023-01-19,1
15,Xyron,La Glock Remix (Feat. Yandel),2022-12-16,1
16,Anuel AA,Mientes,2022-12-08,1
17,Black Eyed Peas,Get Down,2022-11-09,1
18,Richard Orlinski,I See (Remixes),2022-08-12,5
19,Richard Orlinski,"I See Remixes (Feat. Jon Z, Preston Harris & Dawty Music)",2022-08-12,5
0,Enrique Iglesias,Final (Vol.1),2021-09-17,11
1,Enrique Iglesias,Sex And Love (Deluxe),2015-02-01,16
2,Enrique Iglesias,Sex And Love,2015-02-01,17
8,Enrique Iglesias,Sex And Love (Deluxe Edition),2014-07-04,16
16,Enrique Iglesias,S** And Love (Deluxe),2014-01-01,17
0,Descemer Bueno,La Habana De Noche,2020-11-20,11
1,Descemer Bueno,Descemer Bueno Y Jorge Villamizar En La Habana (En Vivo),2019-05-17,10
2,Descemer Bueno,360º,2019-03-01,8
3,Descemer Bueno,Bueno,2012-01-01,10
4,Descemer Bueno,Siete Rayo,2005-01-01,13
5,Descemer Bueno,Chocolate Con Fresa,2023-02-10,1
6,Descemer Bueno,Toqué Fondo,2023-01-27,1
7,Descemer Bueno,En Todas Partes,2022-11-04,1
8,Descemer Bueno,Ice Wata,2022-09-16,1
9,El Taiger,El Ignorante,2022-05-20,1
10,Descemer Bueno,Tears Of Blood,2021-10-01,1
11,Descemer Bueno,Libertad Y Amén,2021-05-21,1
12,Descemer Bueno,Río Lento,2021-04-01,1
13,Yotuel,Patria Y Vida,2021-02-16,1
14,Descemer Bueno,No Debí Dejarte Sola (Remix),2020-07-24,1
15,Descemer Bueno,No Debí Dejarte Sola,2020-05-29,1
16,Ulises Bueno,La Peque,2019-11-08,1
17,Lidia Buble,Margarita,2019-11-01,1
18,Andra,Camarero (Stefanescu Remix),2019-10-25,1
0,Gente De Zona,De Menor A Mayor,2022-04-08,11
1,Gente De Zona,Otra Cosa,2019-05-24,16
2,Gente De Zona,En Letra De Otro,2018-10-26,10
3,Gente De Zona,Visualízate,2016-04-22,13
4,Gente De Zona,Oro - Lo Nuevo Y Lo Mejor,2012-04-30,35
5,Gente De Zona,A Full,2010,16
6,Gente De Zona,Lo Mejor Que Suena Ahora - Reggaeton,2008,14
7,Gente De Zona,Lo Mejor Que Suena Ahora V2.0,2008,16
8,Anonimus,Te Mueves,2023-02-16,1
9,Gente De Zona,Somos,2023-01-20,1
10,Gente De Zona,Lagrimas De Champan,2022-11-15,1
11,Moncho Chavea,Roneanta,2022-09-15,1
12,Chris Tamayo,El Santo,2022-07-01,1
13,Pucho Y Tucutu,Tuki Tuki (Remix),2022-06-28,2
14,Don Omar,Soy Yo,2022-04-21,1
16,Kassav',Hice Bien Quererte,2022-03-18,1
17,Gente De Zona,Q'Lona,2022-02-25,1
18,NIA,Tulum,2022-02-20,1
19,Ovi,Que Locura,2021-12-24,1
0,Shakira,Laundry Service: Washed And Dried (Expanded Edition),2021-11-12,17
1,Shakira,Shakira In Concert: El Dorado World Tour,2019-11-13,20
2,Shakira,El Dorado,2017-05-26,13
3,Shakira,Shakira. (Expanded Edition),2014-03-14,16
5,Shakira,Shakira. (Expanded Edition) [Spanish Version],2014-03-13,15
6,Shakira,Live From Paris,2011-12-05,19
7,Shakira,Sale El Sol,2010-10-19,16
8,Shakira,Loba,2009-09-02,17
9,Shakira,She Wolf (Expanded Edition),2009,16
10,Shakira,Love In The Time Of Cholera,2008-01-17,22
11,Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,13
12,Shakira,"Fijación Oral, Vol. 1",2005-06-03,12
13,Shakira,Live & Off The Record,2004-03-22,10
14,Shakira,Laundry Service,2001-11-13,13
15,Shakira,Servicio De Lavandería,2001,13
16,Shakira,Shakira Mtv Unplugged,2000-02-29,11
17,Shakira,Donde Estan Los Ladrones,1998-09-29,11
18,Shakira,The Remixes,1997-10-21,12
19,Shakira,Pies Descalzos,1995-10-06,11
0,El Cata,Inicios,2022-05-23,25
1,El Cata,El Malo,2009-10-20,11
3,El Cata,La Vuelta,2023-03-23,1
4,El Cata,Me Lo Voy A Comer,2023-02-10,1
5,El Cata,"En Alta, Vol. 1 (En Vivo)",2022-09-06,1
6,El Cata,"Flow Montana, Vol. 1 (En Vivo)",2022-09-06,1
7,El Cata,"Me Lo Voy A Comer, Vol. 1 (En Vivo)",2022-09-06,1
8,El Cata,"Brillando, Vol. 1 (En Vivo)",2022-09-05,1
9,El Cata,En Alta (En Vivo),2022-05-30,1
10,El Cata,En Alta,2021-10-15,1
11,El Cata,Te Lo Dije,2021-10-07,1
12,El Cata,Brillando,2021-10-05,1
13,El Cata,De Perfil,2021-10-05,1
14,El Cata,La Rabiosa,2021-10-05,1
15,El Cata,Mirandome,2021-10-05,1
16,El Cata,Ni Un Kiki,2021-10-05,1
17,El Cata,Se Lo Jala Pa Tra,2021-02-25,1
18,El Cata,Pa Ella,2020-11-15,1
19,El Cata,Loquita Y Mala,2020-08-11,1
0,Belanova,Viaje Al Centro Del Corazón,2018-06-15,10
1,Belanova,12 Favoritas,2014-10-14,12
2,Belanova,Canciones Para La Luna - Sinfonico En Vivo,2013-01-01,10
3,Belanova,Canciones Para La Luna - Sinfónico En Vivo,2013-01-01,15
4,Belanova,Sueño Electro Ii,2011-01-01,11
5,Belanova,Sueño Electro I,2010-01-01,10
6,Belanova,Tour Fantasia Pop,2008-01-01,15
7,Belanova,Fantasía Pop,2007-01-01,11
10,Belanova,Dulce Beat Live,2006-01-01,17
11,Belanova,Dulce Beat,2006,11
13,Belanova,Gran Disco Mini Precio - Dulce Beat,2005-01-01,11
14,Belanova,Cocktail,2003-01-01,10
16,Belanova,Polaroid,2018-08-03,1
17,Belanova,Nada Es Igual,2018-02-09,1
18,Belanova,Cásate Conmigo,2016-03-11,1
19,Belanova,Cada Que...,2008-01-01,1
0,Julieta Venegas,Tu Historia,2022-11-11,10
1,Julieta Venegas,La Enamorada,2019-11-22,9
2,Julieta Venegas,Algo Sucede,2015-08-14,12
4,Julieta Venegas,Algo Sucede (Track By Track Commentary),2015-08-14,12
5,Julieta Venegas,Los Momentos,2013-03-19,11
6,Julieta Venegas,Otra Cosa,2010-03-16,12
7,Julieta Venegas,Julieta Venegas - Mtv Unplugged,2008-06-10,15
8,Julieta Venegas,Realmente Lo Mejor,2007-12-18,12
10,Julieta Venegas,Limon Y Sal,2006-08-04,15
13,Julieta Venegas,Si,2003-11-18,10
14,Julieta Venegas,Bueninvento,2000-08-22,14
15,Julieta Venegas,Aqui,1998,12
16,Poe Leos,Nobody Got It (Remix),2023-04-28,1
17,Julieta Venegas,"Siempre Volaré (En Tus Sueños) [From The Netflix Film ""Chupa""]",2023-03-31,1
18,Julieta Venegas,La Nostalgia,2022-10-28,1
19,Julieta Venegas,Te Encontré,2022-09-09,1
0,Carla Morrison,El Renacimiento,2022-04-29,11
1,Carla Morrison,Amor Supremo (Desnudo),2017-06-09,15
2,Carla Morrison,Amor Supremo,2015-11-06,13
3,Carla Morrison,Déjenme Llorar,2012-03-27,14
4,Carla Morrison,Déjenme Llorar (Deluxe Edition),2012-03-27,24
5,Carla Morrison,Mientras Tú Dormías,2010-10-26,8
7,Carla Morrison,Todo Fue Por Amor (De La Película “Con Esta Luz”),2023-04-20,1
8,KAROL G,Mañana Será Bonito,2023-02-23,1
9,Carla Morrison,Estoy Aquí,2022-02-04,1
10,Carla Morrison,Los Cuatro Actos Acústicos,2022-01-06,4
11,Carla Morrison,Contigo,2021-09-28,1
12,Carla Morrison,Obra De Arte,2021-06-17,1
13,Carla Morrison,No Me Llames,2020-10-20,1
14,Carla Morrison,Ansiedad,2020-09-22,1
15,Carla Morrison,Disfruto (Audioiko Remix),2020-07-27,1
16,Nicky Jam,Desahogo,2020-06-30,1
0,Kalimba,Holidays,2022-11-18,10
1,Kalimba,Somos Muchos Y Venimos Todos,2019-07-26,13
2,Kalimba,Cena Para Desayunar,2014-07-01,10
3,Kalimba,"Homenaje A Las Grandes Canciones, Vol. Ii",2012-04-10,13
5,Kalimba,Amar Y Querer (Homenaje A Las Grandes Canciones),2009-12-08,14
6,Kalimba,Mi Otro Yo,2008-09-30,12
7,Kalimba,Negroklaro,2007,13
8,Kalimba,Aerosoul,2004-04-14,12
9,Playa Limbo,Creer,2023-02-14,1
10,2000s POP TOUR,Tu Corazón Lo Sabe (Lat'N Party) [En Vivo],2023-02-03,1
11,Kalimba,Sin Sentido,2022-02-11,2
12,Kalimba,Cínico,2022-01-14,1
13,Kalimba,Bailar,2021-08-13,1
14,Kalimba,La Quiero Para Mí,2021-06-11,1
15,Kalimba,Exclusivos,2021-04-16,1
16,Flex,Me Tienes De Cabeza (Feat. Darkiel & Alex Pro) [El Remix],2021-02-12,1
18,Fabiola Guajardo,Contigo,2021-02-04,1
19,Kalimba,Arre Borriquito,2020-11-13,1
0,Prince Royce,Alter Ego,2020-02-07,23
1,Prince Royce,Five (Deluxe Edition),2017-02-24,18
2,Prince Royce,Double Vision,2015-09-23,18
3,Prince Royce,Double Vision (Deluxe Edition),2015-07-24,16
4,Prince Royce,Soy El Mismo (Deluxe Edition),2014-11-24,16
5,Prince Royce,Soy El Mismo,2013-10-08,11
6,Prince Royce,Soy El Mismo (Bonus Tracks Version),2013-10-08,14
7,Prince Royce,Phase Ii (Bonus Track Version),2012-06-01,14
8,Prince Royce,Phase Ii,2012-04-10,13
10,Prince Royce,Prince Royce,2010-09-22,12
15,Prince Royce,Me Enrd,2023-04-20,1
16,El Alfa,Le Doy 20 Mil,2023-02-09,1
17,Prince Royce,Otra Vez,2022-12-08,1
18,Prince Royce,Corazón Sin Cara (2.0),2022-12-02,1
19,Wisin & Yandel,Un Ladrón,2022-09-29,1
0,Jenny And The Mexicats,Fiesta Ancestral,2019-10-11,10
2,Jenny And The Mexicats,Ten Spins Round The Sun (10 Year Anniversary Album),2018-09-21,20
3,Jenny And The Mexicats,Open Sea / Mar Abierto,2017-03-24,14
4,Jenny And The Mexicats,Ome,2014-01-01,14
5,Jenny And The Mexicats,Jenny And The Mexicats,2012-01-01,11
6,Jenny And The Mexicats,Labios (English Version),2022-10-20,2
7,Javier Sólo,La Madre Que La Trajo,2021-06-11,1
9,Jenny And The Mexicats,Me Voy A Ir (Remix),2020-09-18,1
10,Jenny And The Mexicats,Verde Mas Alla (Remix),2020-08-07,1
11,Jenny And The Mexicats,La Cumbia Del Vino,2020-03-06,1
12,Cotorro Sessions,La Bruja,2020-01-01,1
13,Jenny And The Mexicats,Bailando Con Las Farolas,2019-09-06,1
14,Jenny And The Mexicats,El Telón,2019-05-31,1
15,La Tarambana,Estamos Bien,2019-04-25,1
16,Jenny And The Mexicats,Si Una Vez,2019-04-05,1
17,Jenny And The Mexicats,La Diabla (Remix),2019-03-01,1
18,Pere George,Tanto Tiempo (Remix),2019-01-18,1
19,Jenny And The Mexicats,La Primera Despedida - The Deep Inc. Remix Ep,2018-07-20,3
0,Jotdog,Universos Paralelos,2015-11-06,14
1,Jotdog,Turista Del Amor,2012-01-17,11
2,Jotdog,Jotdog,2009-06-06,11
3,Jotdog,Desenrédame (Owned Versions),2023-03-10,1
4,Jotdog,Hola,2021-07-16,1
5,Riesgo de Contagio,Cuando Odio Sonreír,2021-03-12,1
6,Jotdog,Catástrofes Perfumadas,2021-02-12,1
7,Jotdog,Es Lo Que Hay,2020-10-30,1
8,Jotdog,Planta Caníbal,2018-07-23,1
9,Jotdog,Universos,2017-10-09,1
10,Jotdog,Compartamos Tumbas,2017-03-17,1
11,Jotdog,Celebración,2015-06-02,1
12,Various Artists,Cumbia Live,2021-09-24,35
13,"Sasha, Benny y Erik",Entre Amigos (En Vivo Entre Amigos),2016-05-27,25
14,Los Ángeles Azules,Juntos Por La Cumbia (Live),2014-11-04,28
15,Various Artists,Dancing Queens Un Tributo Para Abba,2014-09-09,17
17,Panteon Rococo,Ni Carne Ni Pescado,2014-05-02,13
18,3BallMTY,Globall,2014-01-01,13
0,Belinda,Catarsis,2013-01-01,13
3,Belinda,Carpe Diem,2010-01-01,12
6,Belinda,Utopia,2006-01-01,13
10,Belinda,Utopia 2,2006,18
12,Belinda,Belinda,2003-08-05,13
13,Abraham Mateo,Me Encantaría,2022-10-20,1
14,Lérica,No Estamos Tan Locos,2022-07-17,1
15,Omar Montes,Si Tú Me Llamas (Bso Tadeo Jones 3),2022-07-14,1
16,Ana Mena,Las 12,2022-06-17,1
17,Belinda,Colorblind,2022-05-12,1
18,Belinda,Eden,2022-05-06,1
19,Christian Nodal,Si Nos Dejan,2021-06-02,1
0,Pitbull,Libertad 548,2019-09-27,15
1,Pitbull,Gotti (Original Motion Picture Soundtrack),2018-06-14,19
2,Stephen Oaks,Sunbeam (Feat. Pitbull),2017-10-18,8
3,Jai,Sparks Fly (Feat. Pitbull),2017-08-16,7
4,Pitbull,Climate Change,2017-03-17,12
6,Pitbull,Dale,2015-08-05,12
9,Pitbull,Globalization,2014-11-26,13
12,Pitbull,Global Warming: Meltdown (Deluxe Version),2013-12-18,22
13,Pitbull,Global Warming,2012-11-28,17
14,Pitbull,Global Warming (Deluxe Version),2012-11-19,23
0,Camila,Hacia Adentro,2019-05-17,10
1,Camila,4 Latidos Tour - En Vivo,2019-03-29,24
2,Camila,Elypse,2014-06-03,12
3,Camila,Elypse (Instrumental),2014-06-03,12
4,Camila,Elypse (Track By Track Commentary),2014-06-03,12
5,Camila,Dejarte De Amar Edición Especial,2011-02-08,15
7,Camila,Dejarte De Amar,2010-02-09,13
9,Camila,Todo Cambio,2006,15
12,Camila,Fugitivos,2023-03-31,1
13,Camila,Navidad Sin Ti,2021-12-16,1
14,Abel Pintos,"De Mí, Contigo",2021-05-28,1
15,Camila,Lo Más Romántico De,2021-02-10,6
16,Camila,Este Momento,2020-11-13,1
17,Camila,Bandera Blanca,2020-08-13,1
18,Camila,Luz (Acoustic Version),2020-07-10,2
19,Camila,Luz,2020-05-29,1
0,Alejandra Guzman,Sexo Pudor Y Lagrimas 2 (Música Original De La Película),2022-01-31,26
1,Aleks Syntek,Anatomía Del Amor,2021-04-30,10
2,Aleks Syntek,Trasatlántico,2017-06-16,16
3,Aleks Syntek,Singles,2017-02-10,21
4,Cristian Castro,Lo Mejor De Cristian Castro Y Aleks Syntek,2015-09-25,16
5,Aleks Syntek,Romántico Desliz (Edición Especial),2014-12-09,17
6,Aleks Syntek,12 Favoritas,2014-10-14,12
7,Aleks Syntek,Romántico Desliz,2014-06-24,13
8,Aleks Syntek,Syntek,2012-11-13,12
9,Aleks Syntek,Celebrando La Voz De Aleks Syntek,2011-01-01,15
10,Aleks Syntek,Métodos De Placer Instantáneo Edición Especial,2010-01-01,15
11,Aleks Syntek,¡Hey Tú!,2010-01-01,14
12,Aleks Syntek,1989-2009,2009-01-01,33
13,Aleks Syntek,20 Años En Vivo,2009-01-01,16
14,Aleks Syntek,Métodos De Placer Instantáneo,2009-01-01,12
17,Aleks Syntek,Leccion De Vuelo,2007-01-01,16
0,Cristian Castro,"Gracias Príncipe, El Más Grande Tributo A José José",2019-10-11,25
1,Cristian Castro,Mi Tributo A Juan Gabriel,2018-08-24,13
2,Cristian Castro,Dicen,2016-09-30,12
3,Cristian Castro,Lo Mejor De Cristian Castro Y Aleks Syntek,2015-09-25,16
4,Cristian Castro,Cristian Castro En Primera Fila - Día 2,2014-04-01,13
5,Cristian Castro,Cristian Castro En Primera Fila - Día 1,2013-04-01,13
6,Cristian Castro,Primer Amor Los Éxitos,2013-01-01,18
7,Cristian Castro,"El Romántico, El Príncipe",2012-02-28,20
8,Cristian Castro,Mi Amigo El Príncipe,2011-11-01,14
9,Cristian Castro,Mi Amigo El Príncipe (La Historia Continúa: Viva El Príncipe Vol Ii),2011-11-01,10
10,Cristian Castro,Viva El Príncipe,2010-11-30,11
11,Cristian Castro,Viva El Príncipe (Deluxe Version),2010-11-30,13
12,Cristian Castro,El Culpable Soy Yo,2009-04-28,13
14,Cristian Castro,El Comienzo De La Historia,2009-01-01,10
15,Cristian Castro,El Indomable,2008-01-01,15
18,Cristian Castro,Días Felices,2005-11-15,10
19,Cristian Castro,Hoy Quiero Soñar,2004-11-23,12
0,Sandoval,7/11,2018-12-07,14
1,Sandoval,Deja Que La Vida Te Sorprenda +,2013-03-22,17
2,Sandoval,Deja Que La Vida Te Sorprenda,2012-10-02,13
3,Sandoval,Zona Preferente,2011-02-01,17
4,Sandoval,Zona Preferente (11 Track Us),2011-02-01,11
5,Sandoval,Zona Preferente (15 Track Us),2011-02-01,15
6,Sandoval,Lo Que Siempre Soñamos Ser,2009-07-21,11
7,Sandoval,Quédate - Llévame,2021-11-19,1
8,Sandoval,Te Fallé,2021-10-01,1
9,Sandoval,Baila Baila,2021-07-30,1
10,Sandoval,Ya Me Acordé,2021-06-11,1
11,Sandoval,Flores,2020-12-18,1
12,Sandoval,7 Días,2020-10-09,1
13,Sandoval,Iré A Buscarte,2020-09-11,1
14,Sandoval,Café Por La Mañana,2020-07-24,1
15,Sandoval,Bailar Tocando,2020-04-17,1
16,Sandoval,14 De Febrero,2020-02-12,1
17,Sandoval,No Estaba En Mis Planes,2019-12-13,1
18,Samo,Amar De Verdad,2019-07-26,1
19,Sandoval,¿Cómo Te Quiero? (Feat. Martina La Peligrosa),2017-11-10,1
0,Miguel Bosé,Mtv Unplugged,2016-10-07,16
1,Miguel Bosé,Amo,2015-01-20,15
2,Miguel Bosé,Personalidad,2014-12-02,18
4,Miguel Bosé,Esencial Miguel Bose,2013-06-18,30
5,Miguel Bosé,Papitwo (Deluxe),2012-09-04,28
6,Miguel Bosé,Cardio Tour (Live),2011-03-09,16
7,Miguel Bosé,Cardio Deluxe,2010-11-22,23
8,Miguel Bosé,Cardio Remixes,2010-11-22,9
9,Miguel Bosé,Lo Esencial De Miguel Bose,2010-03-16,45
10,Miguel Bosé,Cardio,2010-03-09,12
11,Miguel Bosé,Papitour (En Directo Las Ventas),2007-11-27,18
12,Miguel Bosé,I Successi Di Miguel Bosè,2007-07-13,30
13,Miguel Bosé,Papito,2007-03-06,16
14,Miguel Bosé,Papito (Deluxe),2007,17
15,Miguel Bosé,Originales (20 Exitos),2005-05-03,20
16,Miguel Bosé,Velvetina,2005-01-02,14
17,Miguel Bosé,Por Vos Muero,2004-04-20,10
19,Miguel Bosé,Sereno,2001-11-06,11
0,Ximena Sariñana,Amor Adolescente,2021-10-29,16
1,Ximena Sariñana,¿Dónde Bailarán Las Niñas?,2019-03-01,11
2,Ximena Sariñana,No Todo Lo Puedes Dar (Deluxe),2014-11-27,21
3,Ximena Sariñana,No Todo Lo Puedes Dar,2014-11-04,13
4,Ximena Sariñana,No Todo Lo Puedes Dar (Deluxe Edition),2014-11-04,12
5,Ximena Sariñana,No Todo Lo Puedes Dar (Track By Track),2014-11-04,11
6,Ximena Sariñana,Ximena Sariñana,2011,11
8,Ximena Sariñana,Mediocre,2008-02-14,12
9,Ximena Sariñana,Mediocre (Complete),2008-02-14,13
10,Ximena Sariñana,Mediocre [Edición Especial],2008-02-14,18
11,Paty Cantú,Feliz Breakup,2023-04-20,1
12,Porter,Mamita Santa,2023-03-30,1
13,Juan Pablo Vega,Tenemos Que Hablar,2023-03-09,1
14,Los Tempestades,Here'S Where The Story Ends (En Español),2023-02-24,1
15,Christian Jean,Tú,2023-02-10,1
16,Ximena Sariñana,Para Siempre... ¿?,2022-12-23,1
17,Aleman,Bombas,2022-10-14,1
18,Chris Koehn,Melancholia,2022-10-07,1
19,Silvina Moreno,Pedestal,2022-09-02,1
0,Alejandro Fernández,Hecho En México (Edición Especial),2021-07-16,17
1,Alejandro Fernández,Siempre Enamorado - Éxitos Originales,2020-10-23,18
2,Alejandro Fernández,Hecho En México,2020-02-14,11
3,Alejandro Fernández,Rompiendo Fronteras (Deluxe),2017-09-29,20
